TimeKey,Tijdstip,Uur,Minuut
1416,14:16:00.0000000,14,16
1417,14:17:00.0000000,14,17
1418,14:18:00.0000000,14,18
1419,14:19:00.0000000,14,19
1420,14:20:00.0000000,14,20
1421,14:21:00.0000000,14,21
1422,14:22:00.0000000,14,22
1423,14:23:00.0000000,14,23
1424,14:24:00.0000000,14,24
1425,14:25:00.0000000,14,25
1426,14:26:00.0000000,14,26
1427,14:27:00.0000000,14,27
1428,14:28:00.0000000,14,28
1429,14:29:00.0000000,14,29
1430,14:30:00.0000000,14,30
1431,14:31:00.0000000,14,31
1432,14:32:00.0000000,14,32
1433,14:33:00.0000000,14,33
1434,14:34:00.0000000,14,34
1435,14:35:00.0000000,14,35
1436,14:36:00.0000000,14,36
1437,14:37:00.0000000,14,37
1438,14:38:00.0000000,14,38
1439,14:39:00.0000000,14,39
1440,14:40:00.0000000,14,40
1441,14:41:00.0000000,14,41
1442,14:42:00.0000000,14,42
1443,14:43:00.0000000,14,43
1444,14:44:00.0000000,14,44
1445,14:45:00.0000000,14,45
1446,14:46:00.0000000,14,46
1447,14:47:00.0000000,14,47
1448,14:48:00.0000000,14,48
1449,14:49:00.0000000,14,49
1450,14:50:00.0000000,14,50
1451,14:51:00.0000000,14,51
1452,14:52:00.0000000,14,52
1453,14:53:00.0000000,14,53
1454,14:54:00.0000000,14,54
1455,14:55:00.0000000,14,55
1456,14:56:00.0000000,14,56
1457,14:57:00.0000000,14,57
1458,14:58:00.0000000,14,58
1459,14:59:00.0000000,14,59
1500,15:00:00.0000000,15,0
1501,15:01:00.0000000,15,1
1502,15:02:00.0000000,15,2
1503,15:03:00.0000000,15,3
1504,15:04:00.0000000,15,4
1505,15:05:00.0000000,15,5
1506,15:06:00.0000000,15,6
1507,15:07:00.0000000,15,7
1508,15:08:00.0000000,15,8
1509,15:09:00.0000000,15,9
1510,15:10:00.0000000,15,10
1511,15:11:00.0000000,15,11
1512,15:12:00.0000000,15,12
1513,15:13:00.0000000,15,13
1514,15:14:00.0000000,15,14
1515,15:15:00.0000000,15,15
1516,15:16:00.0000000,15,16
1517,15:17:00.0000000,15,17
1518,15:18:00.0000000,15,18
1519,15:19:00.0000000,15,19
1520,15:20:00.0000000,15,20
1521,15:21:00.0000000,15,21
1522,15:22:00.0000000,15,22
1523,15:23:00.0000000,15,23
1524,15:24:00.0000000,15,24
1525,15:25:00.0000000,15,25
1526,15:26:00.0000000,15,26
1527,15:27:00.0000000,15,27
1528,15:28:00.0000000,15,28
1529,15:29:00.0000000,15,29
1530,15:30:00.0000000,15,30
1531,15:31:00.0000000,15,31
1532,15:32:00.0000000,15,32
1533,15:33:00.0000000,15,33
1534,15:34:00.0000000,15,34
1535,15:35:00.0000000,15,35
1536,15:36:00.0000000,15,36
1537,15:37:00.0000000,15,37
1538,15:38:00.0000000,15,38
1539,15:39:00.0000000,15,39
1540,15:40:00.0000000,15,40
1541,15:41:00.0000000,15,41
1542,15:42:00.0000000,15,42
1543,15:43:00.0000000,15,43
1544,15:44:00.0000000,15,44
1545,15:45:00.0000000,15,45
1546,15:46:00.0000000,15,46
1547,15:47:00.0000000,15,47
1548,15:48:00.0000000,15,48
1549,15:49:00.0000000,15,49
1550,15:50:00.0000000,15,50
1551,15:51:00.0000000,15,51
1552,15:52:00.0000000,15,52
1553,15:53:00.0000000,15,53
1554,15:54:00.0000000,15,54
1555,15:55:00.0000000,15,55
1556,15:56:00.0000000,15,56
1557,15:57:00.0000000,15,57
1558,15:58:00.0000000,15,58
1559,15:59:00.0000000,15,59
1600,16:00:00.0000000,16,0
1601,16:01:00.0000000,16,1
1602,16:02:00.0000000,16,2
1603,16:03:00.0000000,16,3
1604,16:04:00.0000000,16,4
1605,16:05:00.0000000,16,5
1606,16:06:00.0000000,16,6
1607,16:07:00.0000000,16,7
1608,16:08:00.0000000,16,8
1609,16:09:00.0000000,16,9
1610,16:10:00.0000000,16,10
1611,16:11:00.0000000,16,11
1612,16:12:00.0000000,16,12
1613,16:13:00.0000000,16,13
1614,16:14:00.0000000,16,14
1615,16:15:00.0000000,16,15
1616,16:16:00.0000000,16,16
1617,16:17:00.0000000,16,17
1618,16:18:00.0000000,16,18
1619,16:19:00.0000000,16,19
1620,16:20:00.0000000,16,20
1621,16:21:00.0000000,16,21
1622,16:22:00.0000000,16,22
1623,16:23:00.0000000,16,23
1624,16:24:00.0000000,16,24
1625,16:25:00.0000000,16,25
1626,16:26:00.0000000,16,26
1627,16:27:00.0000000,16,27
1628,16:28:00.0000000,16,28
1629,16:29:00.0000000,16,29
1630,16:30:00.0000000,16,30
1631,16:31:00.0000000,16,31
1632,16:32:00.0000000,16,32
1633,16:33:00.0000000,16,33
1634,16:34:00.0000000,16,34
1635,16:35:00.0000000,16,35
1636,16:36:00.0000000,16,36
1637,16:37:00.0000000,16,37
1638,16:38:00.0000000,16,38
1639,16:39:00.0000000,16,39
1640,16:40:00.0000000,16,40
1641,16:41:00.0000000,16,41
1642,16:42:00.0000000,16,42
1643,16:43:00.0000000,16,43
1644,16:44:00.0000000,16,44
1645,16:45:00.0000000,16,45
1646,16:46:00.0000000,16,46
1647,16:47:00.0000000,16,47
1648,16:48:00.0000000,16,48
1649,16:49:00.0000000,16,49
1650,16:50:00.0000000,16,50
1651,16:51:00.0000000,16,51
1652,16:52:00.0000000,16,52
1653,16:53:00.0000000,16,53
1654,16:54:00.0000000,16,54
1655,16:55:00.0000000,16,55
1656,16:56:00.0000000,16,56
1657,16:57:00.0000000,16,57
1658,16:58:00.0000000,16,58
1659,16:59:00.0000000,16,59
1700,17:00:00.0000000,17,0
1701,17:01:00.0000000,17,1
1702,17:02:00.0000000,17,2
1703,17:03:00.0000000,17,3
1704,17:04:00.0000000,17,4
1705,17:05:00.0000000,17,5
1706,17:06:00.0000000,17,6
1707,17:07:00.0000000,17,7
1708,17:08:00.0000000,17,8
1709,17:09:00.0000000,17,9
1710,17:10:00.0000000,17,10
1711,17:11:00.0000000,17,11
1712,17:12:00.0000000,17,12
1713,17:13:00.0000000,17,13
1714,17:14:00.0000000,17,14
1715,17:15:00.0000000,17,15
1716,17:16:00.0000000,17,16
1717,17:17:00.0000000,17,17
1718,17:18:00.0000000,17,18
1719,17:19:00.0000000,17,19
1720,17:20:00.0000000,17,20
1721,17:21:00.0000000,17,21
1722,17:22:00.0000000,17,22
1723,17:23:00.0000000,17,23
1724,17:24:00.0000000,17,24
1725,17:25:00.0000000,17,25
1726,17:26:00.0000000,17,26
1727,17:27:00.0000000,17,27
1728,17:28:00.0000000,17,28
1729,17:29:00.0000000,17,29
1730,17:30:00.0000000,17,30
1731,17:31:00.0000000,17,31
1732,17:32:00.0000000,17,32
1733,17:33:00.0000000,17,33
1734,17:34:00.0000000,17,34
1735,17:35:00.0000000,17,35
1736,17:36:00.0000000,17,36
1737,17:37:00.0000000,17,37
1738,17:38:00.0000000,17,38
1739,17:39:00.0000000,17,39
1740,17:40:00.0000000,17,40
1741,17:41:00.0000000,17,41
1742,17:42:00.0000000,17,42
1743,17:43:00.0000000,17,43
1744,17:44:00.0000000,17,44
1745,17:45:00.0000000,17,45
1746,17:46:00.0000000,17,46
1747,17:47:00.0000000,17,47
1748,17:48:00.0000000,17,48
1749,17:49:00.0000000,17,49
1750,17:50:00.0000000,17,50
1751,17:51:00.0000000,17,51
1752,17:52:00.0000000,17,52
1753,17:53:00.0000000,17,53
1754,17:54:00.0000000,17,54
1755,17:55:00.0000000,17,55
1756,17:56:00.0000000,17,56
1757,17:57:00.0000000,17,57
1758,17:58:00.0000000,17,58
1759,17:59:00.0000000,17,59
1800,18:00:00.0000000,18,0
1801,18:01:00.0000000,18,1
1802,18:02:00.0000000,18,2
1803,18:03:00.0000000,18,3
1804,18:04:00.0000000,18,4
1805,18:05:00.0000000,18,5
1806,18:06:00.0000000,18,6
1807,18:07:00.0000000,18,7
1808,18:08:00.0000000,18,8
1809,18:09:00.0000000,18,9
1810,18:10:00.0000000,18,10
1811,18:11:00.0000000,18,11
1812,18:12:00.0000000,18,12
1813,18:13:00.0000000,18,13
1814,18:14:00.0000000,18,14
1815,18:15:00.0000000,18,15
1816,18:16:00.0000000,18,16
1817,18:17:00.0000000,18,17
1818,18:18:00.0000000,18,18
1819,18:19:00.0000000,18,19
1820,18:20:00.0000000,18,20
1821,18:21:00.0000000,18,21
1822,18:22:00.0000000,18,22
1823,18:23:00.0000000,18,23
1824,18:24:00.0000000,18,24
1825,18:25:00.0000000,18,25
1826,18:26:00.0000000,18,26
1827,18:27:00.0000000,18,27
1828,18:28:00.0000000,18,28
1829,18:29:00.0000000,18,29
1830,18:30:00.0000000,18,30
1831,18:31:00.0000000,18,31
1832,18:32:00.0000000,18,32
1833,18:33:00.0000000,18,33
1834,18:34:00.0000000,18,34
1835,18:35:00.0000000,18,35
1836,18:36:00.0000000,18,36
1837,18:37:00.0000000,18,37
1838,18:38:00.0000000,18,38
1839,18:39:00.0000000,18,39
1840,18:40:00.0000000,18,40
1841,18:41:00.0000000,18,41
1842,18:42:00.0000000,18,42
1843,18:43:00.0000000,18,43
1844,18:44:00.0000000,18,44
1845,18:45:00.0000000,18,45
1846,18:46:00.0000000,18,46
1847,18:47:00.0000000,18,47
1848,18:48:00.0000000,18,48
1849,18:49:00.0000000,18,49
1850,18:50:00.0000000,18,50
1851,18:51:00.0000000,18,51
1852,18:52:00.0000000,18,52
1853,18:53:00.0000000,18,53
1854,18:54:00.0000000,18,54
1855,18:55:00.0000000,18,55
1856,18:56:00.0000000,18,56
1857,18:57:00.0000000,18,57
1858,18:58:00.0000000,18,58
1859,18:59:00.0000000,18,59
1900,19:00:00.0000000,19,0
1901,19:01:00.0000000,19,1
1902,19:02:00.0000000,19,2
1903,19:03:00.0000000,19,3
1904,19:04:00.0000000,19,4
1905,19:05:00.0000000,19,5
1906,19:06:00.0000000,19,6
1907,19:07:00.0000000,19,7
1908,19:08:00.0000000,19,8
1909,19:09:00.0000000,19,9
1910,19:10:00.0000000,19,10
1911,19:11:00.0000000,19,11
1912,19:12:00.0000000,19,12
1913,19:13:00.0000000,19,13
1914,19:14:00.0000000,19,14
1915,19:15:00.0000000,19,15
1916,19:16:00.0000000,19,16
1917,19:17:00.0000000,19,17
1918,19:18:00.0000000,19,18
1919,19:19:00.0000000,19,19
1920,19:20:00.0000000,19,20
1921,19:21:00.0000000,19,21
1922,19:22:00.0000000,19,22
1923,19:23:00.0000000,19,23
1924,19:24:00.0000000,19,24
1925,19:25:00.0000000,19,25
1926,19:26:00.0000000,19,26
1927,19:27:00.0000000,19,27
1928,19:28:00.0000000,19,28
1929,19:29:00.0000000,19,29
1930,19:30:00.0000000,19,30
1931,19:31:00.0000000,19,31
1932,19:32:00.0000000,19,32
1933,19:33:00.0000000,19,33
1934,19:34:00.0000000,19,34
1935,19:35:00.0000000,19,35
1936,19:36:00.0000000,19,36
1937,19:37:00.0000000,19,37
1938,19:38:00.0000000,19,38
1939,19:39:00.0000000,19,39
1940,19:40:00.0000000,19,40
1941,19:41:00.0000000,19,41
1942,19:42:00.0000000,19,42
1943,19:43:00.0000000,19,43
1944,19:44:00.0000000,19,44
1945,19:45:00.0000000,19,45
1946,19:46:00.0000000,19,46
1947,19:47:00.0000000,19,47
1948,19:48:00.0000000,19,48
1949,19:49:00.0000000,19,49
1950,19:50:00.0000000,19,50
1951,19:51:00.0000000,19,51
1952,19:52:00.0000000,19,52
1953,19:53:00.0000000,19,53
1954,19:54:00.0000000,19,54
1955,19:55:00.0000000,19,55
1956,19:56:00.0000000,19,56
1957,19:57:00.0000000,19,57
1958,19:58:00.0000000,19,58
1959,19:59:00.0000000,19,59
2000,20:00:00.0000000,20,0
2001,20:01:00.0000000,20,1
2002,20:02:00.0000000,20,2
2003,20:03:00.0000000,20,3
2004,20:04:00.0000000,20,4
2005,20:05:00.0000000,20,5
2006,20:06:00.0000000,20,6
2007,20:07:00.0000000,20,7
2008,20:08:00.0000000,20,8
2009,20:09:00.0000000,20,9
2010,20:10:00.0000000,20,10
2011,20:11:00.0000000,20,11
2012,20:12:00.0000000,20,12
2013,20:13:00.0000000,20,13
2014,20:14:00.0000000,20,14
2015,20:15:00.0000000,20,15
2016,20:16:00.0000000,20,16
2017,20:17:00.0000000,20,17
2018,20:18:00.0000000,20,18
2019,20:19:00.0000000,20,19
2020,20:20:00.0000000,20,20
2021,20:21:00.0000000,20,21
2022,20:22:00.0000000,20,22
2023,20:23:00.0000000,20,23
2024,20:24:00.0000000,20,24
2025,20:25:00.0000000,20,25
2026,20:26:00.0000000,20,26
2027,20:27:00.0000000,20,27
2028,20:28:00.0000000,20,28
2029,20:29:00.0000000,20,29
2030,20:30:00.0000000,20,30
2031,20:31:00.0000000,20,31
2032,20:32:00.0000000,20,32
2033,20:33:00.0000000,20,33
2034,20:34:00.0000000,20,34
2035,20:35:00.0000000,20,35
2036,20:36:00.0000000,20,36
2037,20:37:00.0000000,20,37
2038,20:38:00.0000000,20,38
2039,20:39:00.0000000,20,39
2040,20:40:00.0000000,20,40
2041,20:41:00.0000000,20,41
2042,20:42:00.0000000,20,42
2043,20:43:00.0000000,20,43
2044,20:44:00.0000000,20,44
2045,20:45:00.0000000,20,45
2046,20:46:00.0000000,20,46
2047,20:47:00.0000000,20,47
2048,20:48:00.0000000,20,48
2049,20:49:00.0000000,20,49
2050,20:50:00.0000000,20,50
2051,20:51:00.0000000,20,51
2052,20:52:00.0000000,20,52
2053,20:53:00.0000000,20,53
2054,20:54:00.0000000,20,54
2055,20:55:00.0000000,20,55
2056,20:56:00.0000000,20,56
2057,20:57:00.0000000,20,57
2058,20:58:00.0000000,20,58
2059,20:59:00.0000000,20,59
2100,21:00:00.0000000,21,0
2101,21:01:00.0000000,21,1
2102,21:02:00.0000000,21,2
2103,21:03:00.0000000,21,3
2104,21:04:00.0000000,21,4
2105,21:05:00.0000000,21,5
2106,21:06:00.0000000,21,6
2107,21:07:00.0000000,21,7
2108,21:08:00.0000000,21,8
2109,21:09:00.0000000,21,9
2110,21:10:00.0000000,21,10
2111,21:11:00.0000000,21,11
2112,21:12:00.0000000,21,12
2113,21:13:00.0000000,21,13
2114,21:14:00.0000000,21,14
2115,21:15:00.0000000,21,15
2116,21:16:00.0000000,21,16
2117,21:17:00.0000000,21,17
2118,21:18:00.0000000,21,18
2119,21:19:00.0000000,21,19
2120,21:20:00.0000000,21,20
2121,21:21:00.0000000,21,21
2122,21:22:00.0000000,21,22
2123,21:23:00.0000000,21,23
2124,21:24:00.0000000,21,24
2125,21:25:00.0000000,21,25
2126,21:26:00.0000000,21,26
2127,21:27:00.0000000,21,27
2128,21:28:00.0000000,21,28
2129,21:29:00.0000000,21,29
2130,21:30:00.0000000,21,30
2131,21:31:00.0000000,21,31
2132,21:32:00.0000000,21,32
2133,21:33:00.0000000,21,33
2134,21:34:00.0000000,21,34
2135,21:35:00.0000000,21,35
2136,21:36:00.0000000,21,36
2137,21:37:00.0000000,21,37
2138,21:38:00.0000000,21,38
2139,21:39:00.0000000,21,39
2140,21:40:00.0000000,21,40
2141,21:41:00.0000000,21,41
2142,21:42:00.0000000,21,42
2143,21:43:00.0000000,21,43
2144,21:44:00.0000000,21,44
2145,21:45:00.0000000,21,45
2146,21:46:00.0000000,21,46
2147,21:47:00.0000000,21,47
2148,21:48:00.0000000,21,48
2149,21:49:00.0000000,21,49
2150,21:50:00.0000000,21,50
2151,21:51:00.0000000,21,51
2152,21:52:00.0000000,21,52
2153,21:53:00.0000000,21,53
2154,21:54:00.0000000,21,54
2155,21:55:00.0000000,21,55
2156,21:56:00.0000000,21,56
2157,21:57:00.0000000,21,57
2158,21:58:00.0000000,21,58
2159,21:59:00.0000000,21,59
2200,22:00:00.0000000,22,0
2201,22:01:00.0000000,22,1
2202,22:02:00.0000000,22,2
2203,22:03:00.0000000,22,3
2204,22:04:00.0000000,22,4
2205,22:05:00.0000000,22,5
2206,22:06:00.0000000,22,6
2207,22:07:00.0000000,22,7
2208,22:08:00.0000000,22,8
2209,22:09:00.0000000,22,9
2210,22:10:00.0000000,22,10
2211,22:11:00.0000000,22,11
2212,22:12:00.0000000,22,12
2213,22:13:00.0000000,22,13
2214,22:14:00.0000000,22,14
2215,22:15:00.0000000,22,15
2216,22:16:00.0000000,22,16
2217,22:17:00.0000000,22,17
2218,22:18:00.0000000,22,18
2219,22:19:00.0000000,22,19
2220,22:20:00.0000000,22,20
2221,22:21:00.0000000,22,21
2222,22:22:00.0000000,22,22
2223,22:23:00.0000000,22,23
2224,22:24:00.0000000,22,24
2225,22:25:00.0000000,22,25
2226,22:26:00.0000000,22,26
2227,22:27:00.0000000,22,27
2228,22:28:00.0000000,22,28
2229,22:29:00.0000000,22,29
2230,22:30:00.0000000,22,30
2231,22:31:00.0000000,22,31
2232,22:32:00.0000000,22,32
2233,22:33:00.0000000,22,33
2234,22:34:00.0000000,22,34
2235,22:35:00.0000000,22,35
2236,22:36:00.0000000,22,36
2237,22:37:00.0000000,22,37
2238,22:38:00.0000000,22,38
2239,22:39:00.0000000,22,39
2240,22:40:00.0000000,22,40
2241,22:41:00.0000000,22,41
2242,22:42:00.0000000,22,42
2243,22:43:00.0000000,22,43
2244,22:44:00.0000000,22,44
2245,22:45:00.0000000,22,45
2246,22:46:00.0000000,22,46
2247,22:47:00.0000000,22,47
2248,22:48:00.0000000,22,48
2249,22:49:00.0000000,22,49
2250,22:50:00.0000000,22,50
2251,22:51:00.0000000,22,51
2252,22:52:00.0000000,22,52
2253,22:53:00.0000000,22,53
2254,22:54:00.0000000,22,54
2255,22:55:00.0000000,22,55
2256,22:56:00.0000000,22,56
2257,22:57:00.0000000,22,57
2258,22:58:00.0000000,22,58
2259,22:59:00.0000000,22,59
2300,23:00:00.0000000,23,0
2301,23:01:00.0000000,23,1
2302,23:02:00.0000000,23,2
2303,23:03:00.0000000,23,3
2304,23:04:00.0000000,23,4
2305,23:05:00.0000000,23,5
2306,23:06:00.0000000,23,6
2307,23:07:00.0000000,23,7
2308,23:08:00.0000000,23,8
2309,23:09:00.0000000,23,9
2310,23:10:00.0000000,23,10
2311,23:11:00.0000000,23,11
2312,23:12:00.0000000,23,12
2313,23:13:00.0000000,23,13
2314,23:14:00.0000000,23,14
2315,23:15:00.0000000,23,15
2316,23:16:00.0000000,23,16
2317,23:17:00.0000000,23,17
2318,23:18:00.0000000,23,18
2319,23:19:00.0000000,23,19
2320,23:20:00.0000000,23,20
2321,23:21:00.0000000,23,21
2322,23:22:00.0000000,23,22
2323,23:23:00.0000000,23,23
2324,23:24:00.0000000,23,24
2325,23:25:00.0000000,23,25
2326,23:26:00.0000000,23,26
2327,23:27:00.0000000,23,27
2328,23:28:00.0000000,23,28
2329,23:29:00.0000000,23,29
2330,23:30:00.0000000,23,30
2331,23:31:00.0000000,23,31
2332,23:32:00.0000000,23,32
2333,23:33:00.0000000,23,33
2334,23:34:00.0000000,23,34
2335,23:35:00.0000000,23,35
2336,23:36:00.0000000,23,36
2337,23:37:00.0000000,23,37
2338,23:38:00.0000000,23,38
2339,23:39:00.0000000,23,39
2340,23:40:00.0000000,23,40
2341,23:41:00.0000000,23,41
2342,23:42:00.0000000,23,42
2343,23:43:00.0000000,23,43
2344,23:44:00.0000000,23,44
2345,23:45:00.0000000,23,45
2346,23:46:00.0000000,23,46
2347,23:47:00.0000000,23,47
2348,23:48:00.0000000,23,48
2349,23:49:00.0000000,23,49
2350,23:50:00.0000000,23,50
2351,23:51:00.0000000,23,51
2352,23:52:00.0000000,23,52
2353,23:53:00.0000000,23,53
2354,23:54:00.0000000,23,54
2355,23:55:00.0000000,23,55
2356,23:56:00.0000000,23,56
2357,23:57:00.0000000,23,57
2358,23:58:00.0000000,23,58
2359,23:59:00.0000000,23,59
